review_id,customer_id,product_id,rating,review_text,review_date
402,63,130,4,Customer 63 reviewed product Pool Float with a rating of 1,
403,63,101,4,Customer 63 reviewed product Billiards Table with a rating of 2,
404,64,22,5,Customer 64 reviewed product Bicycle with a rating of 2,
405,65,150,1,Customer 65 reviewed product Massage Gun with a rating of 1,
406,66,67,2,Customer 66 reviewed product Dog Bed with a rating of 1,
407,67,303,1,Customer 67 reviewed product Pet Nail Clipper with a rating of 5,
408,68,88,3,Customer 68 reviewed product Hiking Boots with a rating of 5,
409,68,90,5,Customer 68 reviewed product Golf Clubs with a rating of 2,
410,69,22,1,Customer 69 reviewed product Bicycle with a rating of 4,
411,70,130,5,Customer 70 reviewed product Pool Float with a rating of 1,
412,71,201,2,Customer 71 reviewed product Smart Coffee Maker with a rating of 2,
413,72,150,4,Customer 72 reviewed product Massage Gun with a rating of 5,
414,73,303,1,Customer 73 reviewed product Pet Nail Clipper with a rating of 2,
415,74,88,1,Customer 74 reviewed product Hiking Boots with a rating of 1,
416,75,90,2,Customer 75 reviewed product Golf Clubs with a rating of 4,
417,76,22,1,Customer 76 reviewed product Bicycle with a rating of 5,
418,77,130,3,Customer 77 reviewed product Pool Float with a rating of 1,
419,78,150,4,Customer 78 reviewed product Massage Gun with a rating of 3,
420,79,88,4,Customer 79 reviewed product Hiking Boots with a rating of 3,
421,80,90,4,Customer 80 reviewed product Golf Clubs with a rating of 3,
422,30,202,1,Customer 30 reviewed product Electric Wok with a rating of 4,
423,31,130,5,Customer 31 reviewed product Pool Float with a rating of 2,
424,32,303,3,Customer 32 reviewed product Pet Nail Clipper with a rating of 3,
425,33,150,2,Customer 33 reviewed product Massage Gun with a rating of 4,
426,34,67,5,Customer 34 reviewed product Dog Bed with a rating of 5,
427,35,130,4,Customer 35 reviewed product Pool Float with a rating of 3,
428,36,88,2,Customer 36 reviewed product Hiking Boots with a rating of 4,
429,37,90,1,Customer 37 reviewed product Golf Clubs with a rating of 3,
430,38,22,5,Customer 38 reviewed product Bicycle with a rating of 1,
431,39,130,4,Customer 39 reviewed product Pool Float with a rating of 4,
432,40,150,4,Customer 40 reviewed product Massage Gun with a rating of 5,
433,41,201,5,Customer 41 reviewed product Smart Coffee Maker with a rating of 1,
434,42,303,3,Customer 42 reviewed product Pet Nail Clipper with a rating of 2,
435,43,88,5,Customer 43 reviewed product Hiking Boots with a rating of 4,
436,44,90,4,Customer 44 reviewed product Golf Clubs with a rating of 1,
437,45,130,5,Customer 45 reviewed product Pool Float with a rating of 5,
438,46,150,4,Customer 46 reviewed product Massage Gun with a rating of 1,
439,47,22,2,Customer 47 reviewed product Bicycle with a rating of 2,
440,48,88,4,Customer 48 reviewed product Hiking Boots with a rating of 4,
441,49,90,2,Customer 49 reviewed product Golf Clubs with a rating of 5,
442,50,130,4,Customer 50 reviewed product Pool Float with a rating of 3,
443,51,202,1,Customer 51 reviewed product Electric Wok with a rating of 2,
444,52,303,2,Customer 52 reviewed product Pet Nail Clipper with a rating of 5,
445,53,150,4,Customer 53 reviewed product Massage Gun with a rating of 2,
446,54,130,5,Customer 54 reviewed product Pool Float with a rating of 1,
447,55,88,2,Customer 55 reviewed product Hiking Boots with a rating of 5,
448,56,90,3,Customer 56 reviewed product Golf Clubs with a rating of 2,
449,57,67,1,Customer 57 reviewed product Dog Bed with a rating of 4,
450,58,22,1,Customer 58 reviewed product Bicycle with a rating of 2,
451,59,130,3,Customer 59 reviewed product Pool Float with a rating of 1,
452,60,88,3,Customer 60 reviewed product Hiking Boots with a rating of 3,
453,61,90,2,Customer 61 reviewed product Golf Clubs with a rating of 5,
454,62,130,3,Customer 62 reviewed product Pool Float with a rating of 4,
455,63,150,5,Customer 63 reviewed product Massage Gun with a rating of 2,
456,64,67,5,Customer 64 reviewed product Dog Bed with a rating of 1,
457,65,88,2,Customer 65 reviewed product Hiking Boots with a rating of 1,
458,66,22,5,Customer 66 reviewed product Bicycle with a rating of 5,
459,67,303,4,Customer 67 reviewed product Pet Nail Clipper with a rating of 1,
460,68,90,3,Customer 68 reviewed product Golf Clubs with a rating of 5,
461,69,130,2,Customer 69 reviewed product Pool Float with a rating of 2,
462,70,150,5,Customer 70 reviewed product Massage Gun with a rating of 3,
463,71,201,5,Customer 71 reviewed product Smart Coffee Maker with a rating of 1,
464,72,88,5,Customer 72 reviewed product Hiking Boots with a rating of 4,
465,73,90,4,Customer 73 reviewed product Golf Clubs with a rating of 1,
466,74,22,2,Customer 74 reviewed product Bicycle with a rating of 4,
467,75,303,2,Customer 75 reviewed product Pet Nail Clipper with a rating of 5,
468,76,130,1,Customer 76 reviewed product Pool Float with a rating of 4,
469,77,150,5,Customer 77 reviewed product Massage Gun with a rating of 5,
470,78,88,1,Customer 78 reviewed product Hiking Boots with a rating of 5,
471,79,90,5,Customer 79 reviewed product Golf Clubs with a rating of 2,
472,80,130,1,Customer 80 reviewed product Pool Float with a rating of 3,
473,81,202,4,Customer 81 reviewed product Electric Wok with a rating of 1,
474,82,303,1,Customer 82 reviewed product Pet Nail Clipper with a rating of 4,
475,83,67,1,Customer 83 reviewed product Dog Bed with a rating of 5,
476,84,88,1,Customer 84 reviewed product Hiking Boots with a rating of 5,
477,85,130,2,Customer 85 reviewed product Pool Float with a rating of 3,
478,86,150,5,Customer 86 reviewed product Massage Gun with a rating of 1,
479,87,202,2,Customer 87 reviewed product Electric Wok with a rating of 3,
480,88,88,4,Customer 88 reviewed product Hiking Boots with a rating of 2,
481,89,90,1,Customer 89 reviewed product Golf Clubs with a rating of 4,
482,90,22,2,Customer 90 reviewed product Bicycle with a rating of 1,
483,91,303,2,Customer 91 reviewed product Pet Nail Clipper with a rating of 5,
484,92,130,4,Customer 92 reviewed product Pool Float with a rating of 1,
485,93,67,2,Customer 93 reviewed product Dog Bed with a rating of 3,
486,94,150,5,Customer 94 reviewed product Massage Gun with a rating of 2,
487,95,88,3,Customer 95 reviewed product Hiking Boots with a rating of 5,
488,96,90,4,Customer 96 reviewed product Golf Clubs with a rating of 3,
489,97,130,2,Customer 97 reviewed product Pool Float with a rating of 4,
490,98,202,5,Customer 98 reviewed product Electric Wok with a rating of 1,
491,99,303,2,Customer 99 reviewed product Pet Nail Clipper with a rating of 4,
492,100,67,1,Customer 100 reviewed product Dog Bed with a rating of 5,
493,101,88,4,Customer 101 reviewed product Hiking Boots with a rating of 2,
494,102,90,5,Customer 102 reviewed product Golf Clubs with a rating of 3,
495,103,22,5,Customer 103 reviewed product Bicycle with a rating of 4,
496,104,130,4,Customer 104 reviewed product Pool Float with a rating of 2,
497,105,150,2,Customer 105 reviewed product Massage Gun with a rating of 1,
498,106,202,5,Customer 106 reviewed product Electric Wok with a rating of 1,
499,107,88,5,Customer 107 reviewed product Hiking Boots with a rating of 3,
500,108,90,1,Customer 108 reviewed product Golf Clubs with a rating of 5,
501,109,130,1,Customer 109 reviewed product Pool Float with a rating of 4,
502,110,303,1,Customer 110 reviewed product Pet Nail Clipper with a rating of 1,
503,111,22,3,Customer 111 reviewed product Bicycle with a rating of 5,
504,112,67,4,Customer 112 reviewed product Dog Bed with a rating of 3,
505,113,88,4,Customer 113 reviewed product Hiking Boots with a rating of 2,
506,114,90,1,Customer 114 reviewed product Golf Clubs with a rating of 1,
507,115,130,4,Customer 115 reviewed product Pool Float with a rating of 1,
508,116,150,3,Customer 116 reviewed product Massage Gun with a rating of 5,
509,117,202,3,Customer 117 reviewed product Electric Wok with a rating of 5,
510,118,22,5,Customer 118 reviewed product Bicycle with a rating of 2,
511,119,303,2,Customer 119 reviewed product Pet Nail Clipper with a rating of 5,
512,120,67,3,Customer 120 reviewed product Dog Bed with a rating of 2,
513,121,88,4,Customer 121 reviewed product Hiking Boots with a rating of 5,
514,122,90,1,Customer 122 reviewed product Golf Clubs with a rating of 3,
515,123,130,1,Customer 123 reviewed product Pool Float with a rating of 5,
516,124,150,5,Customer 124 reviewed product Massage Gun with a rating of 4,
517,125,202,3,Customer 125 reviewed product Electric Wok with a rating of 5,
518,126,303,1,Customer 126 reviewed product Pet Nail Clipper with a rating of 1,
519,127,22,2,Customer 127 reviewed product Bicycle with a rating of 3,
520,128,67,5,Customer 128 reviewed product Dog Bed with a rating of 3,
521,129,88,2,Customer 129 reviewed product Hiking Boots with a rating of 3,
522,130,90,3,Customer 130 reviewed product Golf Clubs with a rating of 2,
523,131,130,5,Customer 131 reviewed product Pool Float with a rating of 2,
524,132,150,4,Customer 132 reviewed product Massage Gun with a rating of 4,
525,133,202,2,Customer 133 reviewed product Electric Wok with a rating of 5,
526,134,303,2,Customer 134 reviewed product Pet Nail Clipper with a rating of 3,
527,135,67,3,Customer 135 reviewed product Dog Bed with a rating of 3,
528,136,88,5,Customer 136 reviewed product Hiking Boots with a rating of 2,
529,137,90,1,Customer 137 reviewed product Golf Clubs with a rating of 3,
530,138,130,5,Customer 138 reviewed product Pool Float with a rating of 3,
531,139,150,4,Customer 139 reviewed product Massage Gun with a rating of 4,
532,140,202,2,Customer 140 reviewed product Electric Wok with a rating of 1,
533,141,303,3,Customer 141 reviewed product Pet Nail Clipper with a rating of 4,
534,142,22,1,Customer 142 reviewed product Bicycle with a rating of 5,
535,143,67,4,Customer 143 reviewed product Dog Bed with a rating of 3,
536,81,88,1,Customer 81 reviewed product Hiking Boots with a rating of 4,
537,82,90,4,Customer 82 reviewed product Golf Clubs with a rating of 5,
538,83,130,2,Customer 83 reviewed product Pool Float with a rating of 4,
539,84,150,3,Customer 84 reviewed product Massage Gun with a rating of 3,
540,85,202,3,Customer 85 reviewed product Electric Wok with a rating of 5,
541,86,303,1,Customer 86 reviewed product Pet Nail Clipper with a rating of 2,
542,87,22,5,Customer 87 reviewed product Bicycle with a rating of 4,
543,88,67,1,Customer 88 reviewed product Dog Bed with a rating of 3,
544,89,88,3,Customer 89 reviewed product Hiking Boots with a rating of 5,
545,90,90,4,Customer 90 reviewed product Golf Clubs with a rating of 1,
546,91,130,5,Customer 91 reviewed product Pool Float with a rating of 4,
547,92,150,3,Customer 92 reviewed product Massage Gun with a rating of 4,
548,93,202,2,Customer 93 reviewed product Electric Wok with a rating of 3,
549,94,303,3,Customer 94 reviewed product Pet Nail Clipper with a rating of 4,
550,95,22,3,Customer 95 reviewed product Bicycle with a rating of 3,
551,96,67,3,Customer 96 reviewed product Dog Bed with a rating of 4,
552,97,88,1,Customer 97 reviewed product Hiking Boots with a rating of 1,
553,98,90,2,Customer 98 reviewed product Golf Clubs with a rating of 5,
554,99,130,3,Customer 99 reviewed product Pool Float with a rating of 5,
555,100,150,3,Customer 100 reviewed product Massage Gun with a rating of 2,
556,101,202,4,Customer 101 reviewed product Electric Wok with a rating of 4,
557,102,303,1,Customer 102 reviewed product Pet Nail Clipper with a rating of 2,
558,103,22,1,Customer 103 reviewed product Bicycle with a rating of 2,
559,104,67,3,Customer 104 reviewed product Dog Bed with a rating of 1,
560,105,88,3,Customer 105 reviewed product Hiking Boots with a rating of 5,
561,106,90,5,Customer 106 reviewed product Golf Clubs with a rating of 4,
562,107,130,3,Customer 107 reviewed product Pool Float with a rating of 1,
563,108,150,4,Customer 108 reviewed product Massage Gun with a rating of 1,
564,109,202,3,Customer 109 reviewed product Electric Wok with a rating of 3,
565,110,303,2,Customer 110 reviewed product Pet Nail Clipper with a rating of 3,
